id,class
17833,11
17839,2
17843,8
17848,4
17849,6
17850,17
17852,6
17853,19
17862,14
17863,9
17865,18
17871,19
17873,4
17874,9
17875,7
17877,7
17882,20
17885,1
17891,8
17893,7
17896,9
17899,9
17901,11
17903,17
17909,2
17910,11
17915,6
17917,11
17919,17
17924,11
17925,17
17928,17
17931,17
17935,13
17940,17
17941,14
17942,8
17947,11
17948,11
17949,6
17950,15
17953,14
17969,18
17978,14
17979,10
17980,18
17982,7
17984,2
17985,11
17989,20
17992,12
17994,15
17995,18
17998,11
18003,14
18004,17
18006,12
18011,4
18012,14
18013,8
18014,9
18017,19
18019,9
18021,1
18023,6
18025,18
18027,2
18029,14
18030,18
18032,3
18037,11
18038,3
18039,13
18041,13
18042,9
18043,7
18047,8
18049,17
18051,2
18052,16
18058,12
18059,14
18060,12
18064,9
18068,11
18069,15
18073,18
18074,10
18078,13
18081,20
18082,8
18085,17
18094,2
18098,4
18099,7
18102,18
18103,1
18107,7
18112,6
18115,12
18117,11
18123,9
18125,4
18126,17
18130,20
18132,8
18137,18
18139,17
18140,17
18142,17
18146,12
18148,8
18151,6
18156,9
18160,1
18161,8
18162,4
18163,11
18164,12
18167,8
18168,1
18171,12
18176,3
18179,4
18180,14
18182,19
18184,11
18185,10
18190,18
18191,10
18195,16
18196,12
18204,15
18205,19
18207,9
18211,18
18213,20
18215,4
18216,15
18220,9
18224,2
18229,1
18231,7
18232,14
18236,4
18239,8
18249,4
18250,4
18255,4
18258,11
18259,18
18271,17
18272,14
18278,1
18282,3
18284,20
18285,7
18288,4
18290,7
18292,15
18295,9
18296,4
18297,11
18300,17
18305,4
18306,15
18307,12
18308,4
18309,9
18319,4
18322,4
18329,9
18330,7
18331,4
18334,2
18336,12
18339,8
18344,17
18345,13
18346,20
18347,12
18353,18
18358,10
18359,2
18364,20
18369,7
18370,4
18373,8
18374,9
18375,18
18379,8
18382,3
18386,10
18388,11
18392,12
18397,2
18398,20
18399,1
18404,12
18409,2
18413,9
18414,9
18420,17
18424,9
18426,9
18428,12
18431,11
18436,9
18437,6
18439,6
18440,9
18441,8
18442,9
18448,6
18454,15
18455,11
18457,19
18458,1
18459,13
18462,3
18466,18
18472,11
18473,18
18474,1
18475,8
18478,15
18479,16
18480,18
18481,11
18489,9
18492,2
18493,20
18494,14
18500,19
18510,9
18516,8
18520,14
18522,14
18532,19
18533,9
18535,17
18536,4
18540,1
18542,3
18543,8
18545,7
18546,9
18549,9
18550,2
18551,2
18554,16
18557,11
18558,19
18565,12
18579,11
18581,5
18582,3
18591,4
18594,2
18595,14
18601,19
18603,12
18619,14
18620,3
18621,16
18626,15
18632,8
18635,9
18638,13
18639,17
18640,10
18642,18
18643,16
18646,14
18647,16
18653,2
18657,6
18659,4
18662,13
18663,6
18665,10
18669,7
18672,9
18674,8
18675,18
18677,6
18680,17
18690,17
18697,9
18698,17
18699,5
18700,6
18702,4
18706,13
18711,6
18712,18
18714,17
18716,3
18718,16
18721,18
18723,18
18726,4
18727,16
18728,2
18730,14
18735,4
18742,9
18748,18
18755,1
18758,12
18761,9
18768,1
18773,8
18776,9
18777,4
18784,17
18785,8
18789,6
18791,18
18793,4
18794,11
18797,13
18799,2
18800,9
18803,9
18804,20
18807,16
18811,17
18816,18
18817,3
18818,14
18819,18
18820,16
18822,17
18824,16
18826,5
18827,9
18828,4
18831,9
18833,8
18835,15
18837,6
18841,18
18843,14
18846,4
18850,5
18851,15
18852,7
18856,16
18859,18
18860,2
18861,8
18862,19
18876,4
18881,17
18882,18
18885,16
18886,12
18887,9
18888,7
18889,14
18890,17
18891,8
18892,19
18897,7
18901,4
18903,7
18904,2
18907,16
18911,4
18914,9
18918,4
18921,11
18925,16
18928,9
18929,7
18933,18
18945,17
18947,4
18948,17
18954,16
18957,12
18959,17
18960,6
18962,8
18964,14
18968,19
18971,19
18976,18
18979,11
18980,18
18983,18
18986,14
18991,9
18993,14
18994,17
18997,8
18999,12
19000,2
19001,9
19002,10
19012,13
19013,6
19016,13
19017,17
19020,11
19021,6
19023,11
19027,13
19028,16
19035,19
19036,18
19039,7
19043,19
19045,7
19047,19
19050,3
19054,11
19058,5
19062,11
19064,3
19067,8
19069,19
19071,7
19074,12
19077,2
19082,11
19088,2
19091,14
19093,11
19095,5
19097,12
19105,2
19108,11
19110,9
19112,16
19113,1
19114,19
19121,1
19122,10
19124,1
19125,14
19126,4
19130,6
19133,3
19134,18
19136,4
19138,11
19139,8
19142,1
19149,1
19153,16
19158,10
19161,17
19165,7
19168,20
19173,6
19174,5
19178,9
19179,4
19180,19
19181,7
19182,15
19184,17
19187,4
19189,4
19190,8
19196,4
19202,20
19205,3
19207,9
19208,6
19209,19
19218,9
19221,2
19223,3
19224,17
19225,10
19226,18
19230,7
19231,18
19232,3
19233,3
19238,10
19242,14
19246,9
19247,12
19248,9
19250,17
19251,9
19261,19
19262,9
19266,7
19276,14
19279,18
19280,14
19292,11
19295,15
19296,14
19299,13
19303,20
19305,17
19309,9
19310,18
19314,17
19315,13
19320,11
19322,16
19329,10
19338,3
19347,2
19348,3
19350,4
19356,20
19361,13
19362,17
19367,10
19373,19
19376,10
19382,17
19386,15
19388,16
19393,15
19394,18
19397,13
19398,9
19400,16
19407,14
19408,11
19412,9
19417,18
19419,1
19420,4
19421,13
19428,16
19429,8
19430,1
19437,19
19443,11
19448,5
19451,7
19454,6
19458,4
19461,3
19467,17
19468,17
19469,14
19470,17
19475,13
19478,7
19479,8
19480,11
19481,4
19485,19
19486,13
19487,4
19497,20
19499,11
19500,17
19501,12
19502,12
19503,17
19504,3
19505,9
19506,15
19509,9
19511,15
19512,15
19513,16
19518,3
19520,16
19523,14
19525,7
19529,14
19531,9
19532,17
19533,2
19535,4
19539,18
19540,20
19545,16
19546,9
19551,4
19554,9
19556,7
19557,20
19559,2
19563,3
19567,4
19568,3
19569,15
19573,16
19576,8
19581,19
19584,3
19585,9
19587,4
19588,19
19600,13
19601,19
19603,4
19605,9
19607,17
19608,18
19609,4
19612,11
19618,4
19619,4
19621,9
19622,13
19623,18
19624,9
19625,6
19628,10
19631,15
19632,1
19633,14
19634,11
19637,18
19638,19
19645,16
19646,20
19648,8
19651,8
19653,9
19655,6
19663,16
19669,19
19672,18
19673,20
19674,11
19681,12
19682,6
19683,10
19684,20
19686,2
19688,4
19689,6
19690,12
19691,7
19693,17
19694,9
19696,14
19698,12
19700,6
19702,1
19703,11
19706,10
19709,14
19710,20
19712,16
19715,4
19717,20
19723,19
19729,11
19732,9
19733,17
19737,4
19739,16
19740,14
19742,1
19744,8
19746,16
19752,5
19756,5
19759,17
19760,12
19762,3
19763,19
19765,2
19766,11
19767,6
19768,16
19774,2
19779,20
19783,2
19785,14
19787,11
19789,16
19790,1
19794,7
19801,10
19802,17
19805,3
19806,9
19808,19
19812,7
19820,9
19834,18
19836,9
19837,7
19838,17
19839,19
19841,20
19847,10
19850,11
19853,18
19854,16
19858,13
19860,4
19864,9
19865,5
19867,6
19870,2
19875,1
19878,18
19884,15
19886,16
19888,18
19889,4
19891,4
19895,2
19897,1
19899,10
19900,12
19902,20
19909,1
19918,18
19920,11
19921,16
19925,4
19936,8
19939,11
19941,20
19942,18
19948,7
19950,18
19958,3
19959,5
19960,9
19961,13
19965,11
19971,13
19972,11
19973,13
19974,4
19980,18
19981,14
19982,7
19990,9
19991,2
19992,2
19996,9
19997,4
19998,8
19999,20
20001,4
20003,8
20006,3
20014,16
20015,18
20017,4
20018,12
20019,13
20022,4
20025,16
20031,12
20032,17
20036,15
20037,3
20045,3
20046,18
20049,17
20054,3
20055,5
20060,12
20063,2
20064,8
20068,4
20070,13
20079,11
20081,6
20082,10
20083,20
20085,8
20087,9
20093,1
20095,6
20099,7
20105,18
20107,19
20108,4
20109,3
20110,18
20111,13
20113,6
20114,8
20115,17
20118,18
20119,4
20120,8
20122,6
20125,14
20127,11
20128,18
20132,8
20133,18
20134,13
20136,3
20139,13
20140,17
20144,4
20145,5
20149,10
20152,3
20153,10
20154,2
20155,2
20158,19
20161,12
20162,3
20168,4
20174,17
20183,19
20185,4
20189,20
20190,4
20191,19
20195,7
20196,4
20198,20
20202,17
20206,18
20207,13
20213,8
20214,13
20216,4
20218,18
20226,9
20228,6
20233,1
20234,11
20240,13
20242,8
20246,9
20248,6
20249,11
20250,13
20252,20
20253,18
20254,4
20259,4
20261,17
20264,6
20265,19
20268,2
20269,18
20270,8
20272,7
20274,14
20276,15
20285,9
20286,9
20290,11
20292,4
20293,6
20294,7
20296,19
20297,8
20304,9
20309,7
20310,6
20316,14
20319,7
20320,7
20323,18
20324,12
20329,4
20331,12
20332,17
20333,1
20334,9
20340,12
20341,12
20342,13
20344,18
20345,20
20346,17
20348,4
20353,11
20355,1
20360,14
20361,4
20362,16
20366,3
20368,19
20372,14
20376,9
20389,9
20396,4
20399,18
20402,17
20409,18
20411,18
20417,18
20421,12
20423,13
20426,14
20427,20
20428,18
20438,8
20443,17
20444,18
20445,8
20446,4
20447,8
20448,20
20449,19
20450,3
20451,15
20452,14
20454,20
20459,17
20461,6
20463,4
20464,4
20465,9
20466,2
20470,18
20472,16
20476,2
20478,11
20481,4
20486,4
20491,17
20496,18
20499,11
20509,1
20510,13
20514,6
20516,6
20518,18
20519,18
20520,18
20522,13
20523,16
20524,20
20528,2
20531,20
20533,8
20545,9
20548,17
20550,13
20551,15
20554,15
20556,20
20561,9
20567,9
20570,16
20575,18
20577,9
20579,4
20585,5
20587,14
20589,3
20590,2
20594,9
20595,16
20596,7
20601,4
20602,1
20603,3
20606,19
20608,12
20609,20
20614,8
20615,20
20616,12
20617,18
20618,17
20620,5
20621,2
20623,12
20624,6
20627,16
20628,17
20629,4
20630,19
20633,9
20634,14
20637,14
20640,1
20641,7
20643,8
20645,6
20646,8
20653,11
20654,19
20655,8
20656,8
20657,8
20662,18
20665,17
20667,10
20669,12
20670,15
20672,20
20673,17
20678,17
20687,4
20688,14
20691,20
20693,10
20699,20
20701,3
20705,6
20706,9
20707,18
20708,15
20709,4
20711,7
20714,9
20715,11
20720,20
20722,12
20723,20
20725,1
20731,4
20739,9
20741,4
20742,14
20751,3
20762,17
20763,4
20765,18
20767,18
20771,4
20778,11
20783,9
20784,16
20787,11
20789,9
20792,1
20797,18
20801,16
20802,8
20803,20
20810,17
20812,13
20816,16
20822,11
20826,1
20827,14
20829,8
20831,17
20841,9
20845,17
20848,4
20853,4
20855,16
20857,14
20861,19
20862,9
20864,20
20865,17
20866,19
20868,6
20870,2
20872,14
20873,12
20878,18
20880,4
20886,9
20887,8
20888,9
20889,1
20891,12
20893,9
20898,1
20899,3
20901,20
20906,11
20907,19
20908,9
20911,11
20914,14
20915,1
20916,13
20919,4
20922,18
20924,19
20928,20
20934,10
20943,11
20946,9
20950,4
20951,12
20952,2
20953,9
20954,20
20966,5
20968,17
20972,17
20973,12
20975,12
20981,19
20983,17
20985,5
20988,6
20989,6
20990,16
20991,7
20992,12
20993,12
20996,8
20997,19
20998,9
20999,4
21000,4
21002,19
21010,9
21013,9
21017,4
21018,18
21019,15
21023,7
21035,9
21038,3
21047,11
21055,17
21061,12
21063,17
21068,11
21073,8
21078,3
21079,2
21080,20
21081,17
21096,12
21097,4
21098,20
21103,1
21104,18
21106,9
21109,20
21111,17
21114,16
21120,9
21122,4
21123,17
21125,20
21126,12
21127,12
21128,16
21130,7
21132,9
21133,3
21134,18
21137,2
21138,12
21139,17
21140,11
21145,9
21147,13
21148,14
21151,4
21153,2
21154,17
21156,14
21163,12
21165,20
21166,2
21168,18
21178,18
21180,12
21188,19
21189,18
21190,9
21191,11
21192,8
21193,9
21196,12
21202,6
21203,18
21204,9
21209,10
21210,12
21211,7
21212,17
21213,11
21214,4
21215,13
21221,18
21222,19
21223,3
21224,18
21226,8
21232,4
21234,19
21236,9
21238,9
21241,20
21252,14
21255,4
21257,18
21259,3
21263,12
21264,9
21265,19
21267,7
21268,17
21269,18
21273,7
21279,17
21288,19
21297,7
21300,7
21302,4
21304,11
21308,16
21312,15
21314,1
21315,5
21317,17
21319,7
21321,16
21323,12
21329,11
21331,12
21333,9
21336,9
21338,4
21340,5
21342,16
21345,14
21346,7
21347,2
21354,17
21361,3
21362,9
21365,20
21366,14
21368,8
21369,17
21371,9
21377,17
21379,9
21384,15
21385,15
21386,18
21393,4
21397,7
21398,16
21404,3
21405,8
21409,11
21410,14
21413,19
21422,11
21424,10
21426,9
21427,18
21428,7
21429,6
21430,17
21432,3
21439,6
21441,11
21447,14
21449,7
21451,15
21453,6
21454,7
21457,20
21459,3
21465,9
21470,12
21472,16
21474,4
21477,10
21484,9
21487,14
21489,9
21491,1
21496,4
21502,12
21505,20
21509,8
21514,18
21515,14
21521,14
21522,1
21524,19
21525,4
21530,13
21533,10
21538,18
21542,1
21546,18
21547,16
21548,19
21552,18
21554,18
21564,12
21565,11
21569,9
21571,9
21577,18
21583,6
21585,9
21591,8
21592,15
21593,13
21594,12
21595,6
21602,7
21603,4
21605,20
21606,11
21607,5
21610,9
21614,13
21620,10
21621,18
21623,18
21625,14
21626,2
21627,3
21630,16
21634,20
21636,20
21637,8
21639,3
21641,8
21642,10
21644,13
21646,8
21661,1
21665,11
21666,4
21668,19
21675,14
21678,20
21679,20
21682,11
21687,14
21688,9
21691,10
21695,3
21696,5
21697,9
21698,11
21700,9
21707,4
21717,5
21718,7
21720,11
21721,4
21722,18
21723,2
21724,18
21727,15
21730,4
21735,1
21736,18
21737,13
21738,11
21742,15
21744,17
21747,1
21749,6
21753,9
21754,9
21755,9
21756,4
21757,9
21759,4
21760,16
21764,14
21765,13
21766,9
21767,8
21769,19
21771,17
21774,7
21775,14
21777,17
21778,4
21780,9
21781,9
21784,7
21791,15
21793,12
21796,5
21801,11
21803,9
21806,12
21809,4
21811,17
21813,1
21815,17
21816,16
21817,9
21819,2
21822,10
21824,8
21826,19
21827,12
21830,9
21833,14
21834,4
21835,12
21836,14
21840,1
21843,18
21845,4
21847,9
21850,6
21851,5
21852,6
21854,17
21855,12
21857,1
21858,19
21859,11
21864,4
21869,8
21873,18
21874,17
21875,10
21876,11
21881,15
21883,18
21884,2
21887,18
21891,18
21897,9
21901,20
21906,4
21911,12
21912,17
21913,12
21916,8
21922,17
21925,19
21928,11
21931,20
21938,4
21939,3
21941,14
21942,4
21945,14
21948,9
21954,11
21959,7
21961,16
21964,4
21969,20
21979,20
21981,14
21983,9
21984,18
21985,17
21986,13
21989,10
21990,3
21993,13
21994,6
21998,9
21999,19
22000,4
22002,10
22005,19
22006,6
22010,18
22011,14
22012,8
22015,15
22018,9
22026,11
22033,6
22036,8
22037,3
22040,12
22041,12
22043,20
22045,9
22047,1
22048,12
22049,11
22050,19
22051,4
22055,6
22057,12
22061,3
22062,9
22067,18
22068,18
22069,2
22072,18
22076,16
22077,10
22079,8
22080,4
22082,10
22083,2
22086,7
22089,5
22090,19
22098,15
22100,20
22102,12
22103,16
22107,4
22108,15
22111,6
22114,12
22117,9
22118,18
22119,4
22120,6
22122,4
22125,15
22128,3
22131,20
22132,10
22135,9
22138,14
22139,9
22142,17
22144,9
22147,7
22149,4
22151,13
22153,19
22160,4
22161,4
22166,15
22167,16
22169,18
22175,9
22178,12
22180,1
22181,20
22182,11
22186,5
22188,18
22189,4
22190,12
22195,4
22196,3
22201,9
22205,11
22207,10
22209,15
22213,7
22215,1
22217,3
22218,7
22223,14
22224,14
22225,12
22228,4
22229,9
22233,2
22234,11
22235,20
22239,8
22246,10
22247,8
22255,8
22256,14
22260,11
22261,10
22262,6
22270,9
22271,8
22276,16
22277,18
22278,3
22280,19
22282,5
22285,18
22287,20
22289,2
22299,8
22310,17
22311,9
22315,20
22317,1
22318,20
22323,19
22327,18
22328,9
22330,20
22337,12
22341,1
22348,11
22350,17
22351,4
22353,3
22354,15
22355,2
22356,19
22357,9
22358,11
22359,9
22367,17
22372,5
22374,18
22377,16
22380,11
22382,9
22384,4
22385,4
22387,3
22388,9
22395,16
22398,9
22400,17
22401,8
22403,11
22405,13
22408,9
22418,18
22422,11
22424,2
22427,9
22430,20
22431,9
22433,17
22434,16
22435,13
22446,4
22450,9
22451,12
22452,4
22453,9
22458,7
22461,9
22463,9
22465,12
22467,10
22468,14
22469,16
22470,16
22478,20
22479,17
22481,8
22486,12
22492,12
22495,14
22496,4
22499,9
22500,3
22501,4
22502,11
22505,15
22509,16
22510,4
22522,1
22524,1
22528,3
22530,9
22534,12
22536,11
22537,12
22538,18
22546,4
22547,11
22548,14
22552,4
22554,11
22556,6
22557,9
22559,9
22560,9
22562,10
22566,13
22567,3
22568,3
22569,13
22570,14
22578,5
22579,10
22581,7
22584,17
22585,12
22588,11
22591,3
22592,1
22594,14
22597,3
22598,16
22603,12
22605,6
22607,20
22608,4
22613,15
22618,18
22619,7
22624,2
22625,1
22629,17
22631,10
22633,18
22635,5
22638,17
22640,4
22641,5
22642,4
22643,15
22648,3
22652,8
22659,5
22660,4
22662,9
22665,20
22666,8
22667,9
22669,11
22672,20
22673,7
22675,20
22681,13
22685,1
22688,4
22690,19
22693,11
22696,8
22698,9
22701,9
22707,11
22709,4
22713,8
22717,11
22719,12
22721,18
22723,2
22728,14
22729,11
22732,6
22734,9
22741,12
22742,17
22744,6
22746,14
22750,20
22751,8
22752,14
22754,13
22760,7
22761,19
22764,3
22765,7
22766,7
22767,13
22768,5
22769,14
22775,9
22777,10
22779,19
22780,4
22782,19
22785,3
22786,13
22788,17
22790,17
22793,17
22795,6
22800,11
22803,15
22805,11
22810,15
22812,7
22815,3
22816,11
22818,15
22821,2
22822,2
22824,17
22826,13
22830,2
22833,16
22837,8
22839,16
22840,6
22841,14
22842,2
22847,11
22848,18
22853,16
22858,11
22863,13
22864,9
22868,14
22871,4
22872,20
22873,17
22874,12
22882,17
22883,13
22889,12
22890,12
22894,13
22898,15
22902,7
22903,14
22908,7
22912,13
22914,2
22916,13
22918,9
22919,4
22921,8
22922,8
22923,3
22925,16
22926,9
22930,3
22931,19
22933,18
22939,3
22941,9
22942,12
22943,10
22945,6
22948,3
22950,9
22958,16
22959,20
22962,2
22965,14
22966,8
22969,17
22971,17
22972,9
22975,4
22976,11
22977,17
22979,2
22981,3
22982,18
22983,12
22985,9
22986,16
22987,9
22988,11
22992,1
22993,14
22995,14
22997,1
23000,4
23008,19
23012,16
23015,1
23025,20
23026,9
23031,3
23032,9
23034,4
23036,20
23037,11
23038,6
23045,14
23049,2
23053,3
23059,6
23060,16
23062,4
23063,8
23065,3
23066,4
23068,8
23070,11
23072,12
23074,19
23075,17
23076,19
23077,8
23086,14
23087,4
23088,1
23090,15
23091,9
23092,5
23095,13
23096,13
23098,11
23101,4
23102,4
23106,12
23111,18
23112,3
23114,9
23124,15
23126,1
23127,3
23131,13
23133,5
23134,4
23135,11
23136,12
23138,20
23139,18
23142,18
23143,11
23152,12
23153,20
23156,15
23158,12
23159,15
23163,8
23167,16
23168,17
23169,8
23171,11
23174,7
23175,15
23177,12
23178,16
23187,7
23189,19
23194,1
23195,8
23196,18
23198,8
23199,4
23204,13
23209,14
23211,14
23216,4
23217,20
23218,2
23219,15
23220,19
23222,20
23225,18
23228,5
23231,7
23234,9
23235,11
23239,11
23244,20
23246,8
23247,15
23255,14
23256,16
23261,4
23265,6
23266,9
23276,15
23279,4
23282,6
23285,1
23286,4
23292,1
23294,9
23297,3
23300,4
23302,4
23304,10
23306,13
23307,11
23312,16
23315,4
23317,1
23319,20
23322,12
23323,11
23329,3
23331,4
23333,18
23336,11
23337,6
23339,18
23342,6
23344,12
23347,15
23349,9
23350,14
23354,9
23362,7
23363,3
23364,15
23367,15
23372,17
23375,20
23382,16
23389,8
23393,16
23396,1
23399,3
23401,6
23403,13
23406,20
23409,9
23414,6
23415,15
23416,11
23418,20
23422,6
23424,19
23426,5
23429,16
23436,8
23437,4
23442,4
23443,20
23444,15
23446,8
23448,8
23451,15
23456,1
23462,20
23465,5
23468,4
23470,17
23476,18
23477,19
23481,3
23484,11
23492,17
23497,7
23508,6
23512,15
23514,4
23515,4
23516,4
23524,12
23526,16
23528,3
23530,9
23533,8
23535,12
23545,15
23546,13
23553,17
23554,1
23555,11
23560,16
23563,19
23565,4
23569,14
23570,14
23572,20
23584,7
23585,11
23588,8
23591,8
23594,10
23600,1
23607,1
23613,14
23617,8
23621,19
23622,9
23623,8
23626,4
23627,20
23628,18
23629,15
23630,2
23631,2
23636,2
23637,19
23640,1
23642,4
23646,10
23648,14
23649,11
23650,17
23652,16
23653,18
23655,9
23657,9
23663,14
23665,11
23669,12
23673,19
23674,9
23678,9
23679,4
23680,8
23685,16
23687,8
23696,9
23697,18
23699,11
23700,9
23702,4
23703,16
23704,9
23706,20
23707,9
23708,4
23709,20
23710,7
23711,14
23713,8
23717,4
23718,19
23721,2
23726,4
23731,3
23739,14
23744,17
23745,12
23746,3
23748,11
23750,12
23752,9
23753,7
23759,19
23762,10
23765,13
23767,17
23771,18
23773,17
23774,2
23776,6
23779,9
23782,9
23783,14
23789,19
23792,16
23797,8
23809,14
23810,2
23813,17
23823,6
23825,16
23826,17
23829,20
23830,10
23831,5
23834,2
23837,9
23839,12
23840,17
23841,4
23843,11
23844,16
23846,3
23847,9
23848,4
23849,4
23851,13
23858,8
23859,11
23860,13
23864,16
23865,13
23870,14
23871,9
23875,9
23876,2
23888,15
23890,3
23891,3
23892,17
23893,5
23895,9
23898,6
23899,18
23901,18
23903,15
23906,9
23907,14
23908,8
23909,13
23911,15
23913,17
23915,14
23916,9
23917,4
23920,2
23922,14
23923,11
23924,19
23934,20
23935,3
23937,9
23938,9
23939,20
23940,4
23941,7
23944,20
23946,1
23949,17
23952,4
23954,1
23955,19
23956,12
23957,9
23960,4
23961,6
23962,9
23964,9
23966,7
23969,11
23971,19
23973,11
23976,4
23979,4
23983,6
23984,17
23986,3
23991,12
23992,18
23998,1
24000,1
